senioridade,idade,horas_trabalho,pct_reunioes,interacoes_noturnas,periodo_sem_ferias,score_satisfacao,burnout_label
Pleno,43,40,0.49,3,25,1,0
Junior,20,41,0.36,4,25,4,0
Pleno,20,42,0.32,9,6,5,0
Junior,26,47,0.31,5,6,1,1
Junior,36,40,0.5,6,8,5,0
Junior,35,41,0.46,6,24,3,0
Junior,32,51,0.59,5,10,1,1
Pleno,31,41,0.33,4,5,5,0
Junior,31,45,0.26,4,1,3,0
Junior,26,40,0.21,2,2,3,0
Junior,36,53,0.3,5,10,1,1
Senior,40,45,0.35,6,6,5,0
Pleno,36,53,0.3,9,3,1,1
Junior,36,41,0.42,2,30,4,0
Junior,24,44,0.15,5,2,5,0
Pleno,20,49,0.36,7,20,5,0
Junior,27,49,0.46,10,10,1,1
Senior,23,50,0.47,5,5,5,0
Senior,24,61,0.12,7,11,1,1
Junior,20,45,0.42,3,13,4,0
Junior,38,50,0.21,3,14,5,0
Junior,33,41,0.11,5,12,2,0
Pleno,33,47,0.12,9,7,2,1
Pleno,36,40,0.44,3,13,4,0
Junior,34,42,0.21,5,5,2,0
Junior,38,39,0.12,2,0,5,0
Junior,34,42,0.41,2,4,4,0
Junior,21,40,0.3,5,5,2,0
Junior,36,47,0.38,3,10,3,0
Pleno,33,48,0.38,2,3,4,0
Senior,22,57,0.53,5,20,1,1
Junior,27,47,0.17,3,35,2,0
Pleno,32,40,0.22,3,0,1,0
Junior,29,44,0.51,2,3,5,0
Junior,25,43,0.55,2,2,3,0
Pleno,34,39,0.46,1,2,3,0
Junior,40,50,0.11,12,19,4,1
Pleno,23,46,0.53,4,2,3,0
Pleno,25,41,0.41,4,10,2,0
Senior,23,48,0.56,4,0,4,0
Pleno,24,45,0.14,4,5,5,0
Junior,20,41,0.15,4,2,5,0
Pleno,35,39,0.13,3,20,4,0
Pleno,25,46,0.16,4,24,2,0
Junior,31,42,0.57,1,5,5,0
Junior,30,41,0.59,3,1,3,0
Pleno,20,51,0.44,2,0,5,0
Junior,36,45,0.13,4,11,4,0
Pleno,25,45,0.33,9,11,3,1
Pleno,38,43,0.5,3,11,3,0
Pleno,31,38,0.15,9,36,4,0
Senior,27,47,0.1,4,6,2,0
Senior,21,51,0.12,3,2,1,0
Pleno,34,50,0.52,6,24,4,1
Pleno,20,46,0.4,2,2,2,0
Junior,28,41,0.58,5,9,5,0
Junior,29,42,0.54,6,2,5,0
Senior,26,65,0.57,5,10,4,1
Pleno,30,43,0.51,4,6,5,0
Junior,23,41,0.59,6,15,3,0
Senior,38,50,0.27,5,8,1,1
Junior,28,41,0.43,1,11,4,0
Pleno,29,43,0.24,3,3,5,0
Junior,30,38,0.27,6,10,4,0
Pleno,29,48,0.1,6,10,2,0
Junior,36,46,0.36,10,8,5,1
Junior,32,37,0.26,5,22,1,0
Junior,30,42,0.21,5,2,5,0
Pleno,25,37,0.38,4,16,1,0
Junior,31,42,0.55,5,3,4,0
Pleno,32,56,0.26,7,30,1,1
Junior,20,49,0.41,3,2,5,0
Pleno,29,42,0.12,4,1,1,0
Junior,34,50,0.21,7,26,2,1
Junior,31,47,0.41,2,18,4,0
Junior,25,42,0.23,4,0,4,0
Junior,29,39,0.36,2,11,5,0
Senior,29,43,0.16,7,0,2,0
Junior,35,42,0.57,5,2,3,0
Pleno,20,47,0.58,7,4,3,1
Junior,30,44,0.1,2,36,5,0
Senior,20,55,0.5,6,8,5,0
Junior,28,37,0.6,4,2,4,0
Senior,24,45,0.37,2,0,2,0
Junior,29,50,0.44,7,11,1,1
Pleno,32,44,0.13,2,0,5,0
Junior,32,39,0.14,8,11,3,0
Junior,35,46,0.4,4,36,1,1
Pleno,33,55,0.46,6,14,4,1
Pleno,37,44,0.14,7,0,2,0
Senior,36,43,0.37,3,6,5,0
Pleno,34,53,0.54,5,7,1,1
Junior,32,42,0.13,3,11,5,0
Pleno,31,53,0.12,8,7,2,1
Pleno,44,54,0.56,7,18,1,1
Junior,35,40,0.39,4,26,5,0
Senior,25,56,0.2,5,18,2,1
Junior,20,54,0.16,7,6,2,1
Pleno,27,43,0.42,3,36,2,0
Pleno,37,47,0.54,5,4,5,0
Junior,38,45,0.16,6,0,4,0
Senior,36,50,0.34,5,24,3,0
Pleno,37,42,0.53,1,12,1,0
Pleno,28,51,0.31,6,4,1,1
Pleno,20,41,0.47,6,17,3,0
Senior,41,40,0.23,4,2,2,0
Pleno,28,45,0.12,4,8,3,0
Pleno,28,45,0.58,4,4,5,0
Pleno,25,44,0.5,4,11,4,0
Junior,32,43,0.48,5,0,4,0
Junior,24,40,0.25,5,7,5,0
Pleno,21,43,0.57,8,1,5,0
Pleno,29,48,0.32,5,2,4,0
Pleno,25,48,0.2,4,7,1,0
Junior,33,45,0.38,3,11,3,0
Junior,28,42,0.17,10,5,5,0
Junior,35,47,0.46,7,21,1,1
Pleno,22,43,0.55,8,14,4,1
Pleno,30,48,0.23,10,25,2,1
Pleno,35,47,0.25,8,5,3,1
Pleno,25,51,0.53,8,20,5,1
Pleno,38,48,0.18,4,2,4,0
Pleno,33,49,0.53,4,18,3,0
Pleno,36,41,0.14,5,1,4,0
Junior,28,39,0.32,6,1,5,0
Pleno,20,42,0.11,3,1,5,0
Senior,20,46,0.16,1,3,3,0
Junior,32,42,0.43,5,0,3,0
Junior,31,40,0.47,3,8,1,0
Junior,36,40,0.2,4,0,1,0
Junior,33,48,0.38,8,14,2,1
Pleno,33,45,0.34,5,4,3,0
Pleno,33,45,0.13,8,9,5,0
Senior,32,47,0.13,7,11,4,0
Junior,30,46,0.43,6,4,4,0
Junior,27,46,0.33,5,7,1,1
Senior,25,47,0.52,9,19,1,1
Senior,28,42,0.47,2,31,1,0
Pleno,40,42,0.22,7,1,3,0
Pleno,37,41,0.48,5,2,4,0
Pleno,33,50,0.18,4,15,3,0
Junior,37,43,0.33,6,2,5,0
Pleno,34,43,0.56,4,0,2,0
Pleno,29,43,0.16,3,1,1,0
Senior,30,48,0.53,1,4,2,0
Senior,30,58,0.18,0,6,1,0
Senior,35,51,0.47,7,36,1,1
Junior,32,49,0.25,5,2,2,0
Pleno,36,45,0.39,4,27,1,1
Junior,28,41,0.33,5,2,3,0
Pleno,20,44,0.56,4,11,2,0
Senior,27,53,0.58,4,27,5,0
Pleno,27,47,0.59,1,4,2,0
Senior,20,54,0.24,7,15,1,1
Pleno,36,51,0.11,4,0,2,0
Senior,40,42,0.31,4,13,5,0
Junior,29,48,0.23,4,25,3,0
Junior,25,50,0.46,2,23,4,0
Junior,31,43,0.18,7,7,1,1
Junior,30,39,0.43,4,16,1,0
Pleno,29,38,0.42,6,5,2,0
Junior,27,40,0.21,5,18,1,0
Senior,20,61,0.31,4,21,2,1
Pleno,31,42,0.11,6,13,5,0
Senior,21,58,0.39,7,10,2,1
Pleno,28,44,0.27,1,3,3,0
Junior,32,43,0.31,5,3,4,0
Senior,25,39,0.14,1,0,5,0
Junior,23,47,0.36,7,15,1,1
Pleno,30,47,0.2,8,18,1,1
Junior,41,46,0.53,4,8,2,0
Junior,30,42,0.46,4,8,1,1
Junior,27,54,0.4,8,24,4,1
Junior,37,39,0.13,4,2,1,0
Senior,22,52,0.5,0,18,1,0
Pleno,27,52,0.49,5,8,3,1
Pleno,26,41,0.2,4,5,1,0
Pleno,31,43,0.41,3,2,1,0
Junior,32,43,0.37,6,4,2,0
Pleno,20,52,0.56,4,11,2,1
Pleno,20,57,0.44,8,11,3,1
Pleno,33,41,0.6,5,7,5,0
Junior,36,42,0.56,1,0,1,0
Pleno,30,50,0.43,3,17,1,1
Pleno,34,41,0.46,2,22,4,0
Junior,26,47,0.51,1,3,4,0
Junior,36,45,0.44,4,12,5,0
Pleno,25,42,0.22,3,16,2,0
Pleno,41,48,0.17,4,5,1,0
Pleno,23,48,0.45,10,7,4,1
Junior,28,47,0.21,4,5,2,0
Junior,36,44,0.12,7,12,4,0
Senior,30,53,0.35,8,36,4,1
Junior,33,42,0.49,3,5,4,0
Junior,28,40,0.18,7,1,3,0
Senior,26,51,0.17,5,19,3,0
Pleno,20,43,0.38,7,8,4,0
Pleno,31,43,0.29,6,0,2,0
Junior,24,49,0.31,4,0,2,0
Pleno,30,48,0.17,6,6,5,0
Pleno,32,57,0.56,4,7,3,1
Junior,27,42,0.3,4,0,4,0
Pleno,30,53,0.52,4,36,3,1
Senior,23,51,0.52,3,26,4,0
Pleno,36,43,0.39,3,7,3,0
Junior,38,44,0.46,9,18,3,1
Junior,29,44,0.14,5,9,1,0
Senior,28,47,0.43,5,1,5,0
Junior,20,35,0.31,2,20,3,0
Pleno,28,48,0.37,6,0,4,0
Senior,25,47,0.57,3,4,3,0
Pleno,32,37,0.3,6,12,4,0
Junior,27,43,0.47,9,16,2,1
Junior,20,40,0.59,2,28,3,0
Senior,33,58,0.44,9,24,1,1
Junior,34,52,0.56,9,13,4,1
Junior,32,41,0.51,6,12,3,0
Pleno,32,52,0.14,5,28,1,1
Senior,39,39,0.41,2,18,2,0
Pleno,25,51,0.23,2,11,1,0
Pleno,30,43,0.4,3,2,1,0
Junior,39,38,0.3,4,0,2,0
